;elix;Peak1;constant
03/01/2012 14:00;53.0;0.5543194639763399;1.0
03/01/2012 14:30;53.0;0.5543194639763399;1.0
03/01/2012 15:00;53.0;0.5543194639763399;1.0
03/01/2012 15:30;53.0;0.5543194639763399;1.0
03/01/2012 16:00;47.53;0.867296761329135;1.0
03/01/2012 16:30;47.53;0.867296761329135;1.0
03/01/2012 17:00;47.53;0.867296761329135;1.0
03/01/2012 17:30;47.53;0.867296761329135;1.0
03/01/2012 18:00;60.07;0.9807190516504476;1.0
03/01/2012 18:30;60.07;0.9807190516504476;1.0
03/01/2012 19:00;60.07;0.9807190516504476;1.0
03/01/2012 19:30;60.07;0.9807190516504476;1.0
03/01/2012 20:00;62.09;0.9312566994802511;1.0
03/01/2012 20:30;62.09;0.9312566994802511;1.0
03/01/2012 21:00;62.09;0.9312566994802511;1.0
03/01/2012 21:30;62.09;0.9312566994802511;1.0
03/01/2012 22:00;54.96;0.7180569056431972;1.0
03/01/2012 22:30;54.96;0.7180569056431972;1.0
03/01/2012 23:00;54.96;0.7180569056431972;1.0
03/01/2012 23:30;54.96;0.7180569056431972;1.0
04/01/2012 00:00;58.06;0.582461836762831;1.0
04/01/2012 00:30;58.06;0.582461836762831;1.0
04/01/2012 01:00;58.06;0.582461836762831;1.0
04/01/2012 01:30;58.06;0.582461836762831;1.0
04/01/2012 02:00;36.45;0.6754169468757866;1.0
04/01/2012 02:30;36.45;0.6754169468757866;1.0
04/01/2012 03:00;36.45;0.6754169468757866;1.0
04/01/2012 03:30;36.45;0.6754169468757866;1.0
04/01/2012 04:00;26.03;0.3411196701392861;1.0
04/01/2012 04:30;26.03;0.3411196701392861;1.0
04/01/2012 05:00;26.03;0.3411196701392861;1.0
04/01/2012 05:30;26.03;0.3411196701392861;1.0
04/01/2012 06:00;52.0;0.7103817130650634;1.0
04/01/2012 06:30;52.0;0.7103817130650634;1.0
04/01/2012 07:00;52.0;0.7103817130650634;1.0
04/01/2012 07:30;52.0;0.7103817130650634;1.0
04/01/2012 08:00;150.0;1.3218387217897338;1.0
04/01/2012 08:30;150.0;1.3218387217897338;1.0
04/01/2012 09:00;150.0;1.3218387217897338;1.0
04/01/2012 09:30;150.0;1.3218387217897338;1.0
04/01/2012 10:00;140.0;1.0233590104178585;1.0
04/01/2012 10:30;140.0;1.0233590104178585;1.0
04/01/2012 11:00;140.0;1.0233590104178585;1.0
04/01/2012 11:30;140.0;1.0233590104178585;1.0
04/01/2012 12:00;120.0;0.7675192578133938;1.0
04/01/2012 12:30;120.0;0.7675192578133938;1.0
04/01/2012 13:00;120.0;0.7675192578133938;1.0
04/01/2012 13:30;120.0;0.7675192578133938;1.0
04/01/2012 14:00;109.93;0.8033368231780188;1.0
04/01/2012 14:30;109.93;0.8033368231780188;1.0
04/01/2012 15:00;109.93;0.8033368231780188;1.0
04/01/2012 15:30;109.93;0.8033368231780188;1.0
04/01/2012 16:00;80.0;0.9167591134993315;1.0
04/01/2012 16:30;80.0;0.9167591134993315;1.0
04/01/2012 17:00;80.0;0.9167591134993315;1.0
04/01/2012 17:30;80.0;0.9167591134993315;1.0
04/01/2012 18:00;64.54;1.0659989691852692;1.0
04/01/2012 18:30;64.54;1.0659989691852692;1.0
04/01/2012 19:00;64.54;1.0659989691852692;1.0
04/01/2012 19:30;64.54;1.0659989691852692;1.0
04/01/2012 20:00;62.0;0.9807190516504476;1.0
04/01/2012 20:30;62.0;0.9807190516504476;1.0
04/01/2012 21:00;62.0;0.9807190516504476;1.0
04/01/2012 21:30;62.0;0.9807190516504476;1.0
04/01/2012 22:00;75.0;0.7393768850269027;1.0
04/01/2012 22:30;75.0;0.7393768850269027;1.0
04/01/2012 23:00;75.0;0.7393768850269027;1.0
04/01/2012 23:30;75.0;0.7393768850269027;1.0
05/01/2012 00:00;63.18;0.6540969674920811;1.0
05/01/2012 00:30;63.18;0.6540969674920811;1.0
05/01/2012 01:00;63.18;0.6540969674920811;1.0
05/01/2012 01:30;63.18;0.6540969674920811;1.0
05/01/2012 02:00;44.93;0.5398218779954203;1.0
05/01/2012 02:30;44.93;0.5398218779954203;1.0
05/01/2012 03:00;44.93;0.5398218779954203;1.0
05/01/2012 03:30;44.93;0.5398218779954203;1.0
05/01/2012 04:00;37.21;0.29847971137187534;1.0
05/01/2012 04:30;37.21;0.29847971137187534;1.0
05/01/2012 05:00;37.21;0.29847971137187534;1.0
05/01/2012 05:30;37.21;0.29847971137187534;1.0
05/01/2012 06:00;65.51;0.7317016924487687;1.0
05/01/2012 06:30;65.51;0.7317016924487687;1.0
05/01/2012 07:00;65.51;0.7317016924487687;1.0
05/01/2012 07:30;65.51;0.7317016924487687;1.0
05/01/2012 08:00;86.93;1.4352610121110463;1.0
05/01/2012 08:30;86.93;1.4352610121110463;1.0
05/01/2012 09:00;86.93;1.4352610121110463;1.0
05/01/2012 09:30;86.93;1.4352610121110463;1.0
05/01/2012 10:00;105.5;1.6629583919290198;1.0
05/01/2012 10:30;105.5;1.6629583919290198;1.0
05/01/2012 11:00;105.5;1.6629583919290198;1.0
05/01/2012 11:30;105.5;1.6629583919290198;1.0
05/01/2012 12:00;110.06;1.307341135808814;1.0
05/01/2012 12:30;110.06;1.307341135808814;1.0
05/01/2012 13:00;110.06;1.307341135808814;1.0
05/01/2012 13:30;110.06;1.307341135808814;1.0
05/01/2012 14:00;102.57;0.9099367200965457;1.0
05/01/2012 14:30;102.57;0.9099367200965457;1.0
05/01/2012 15:00;102.57;0.9099367200965457;1.0
05/01/2012 15:30;102.57;0.9099367200965457;1.0
05/01/2012 16:00;89.56;1.144456493317305;1.0
05/01/2012 16:30;89.56;1.144456493317305;1.0
05/01/2012 17:00;89.56;1.144456493317305;1.0
05/01/2012 17:30;89.56;1.144456493317305;1.0
05/01/2012 18:00;85.5;1.1939188454875014;1.0
05/01/2012 18:30;85.5;1.1939188454875014;1.0
05/01/2012 19:00;85.5;1.1939188454875014;1.0
05/01/2012 19:30;85.5;1.1939188454875014;1.0
05/01/2012 20:00;79.96;1.172598866103796;1.0
05/01/2012 20:30;79.96;1.172598866103796;1.0
05/01/2012 21:00;79.96;1.172598866103796;1.0
05/01/2012 21:30;79.96;1.172598866103796;1.0
05/01/2012 22:00;79.82;0.7035593196622776;1.0
05/01/2012 22:30;79.82;0.7035593196622776;1.0
05/01/2012 23:00;79.82;0.7035593196622776;1.0
05/01/2012 23:30;79.82;0.7035593196622776;1.0
06/01/2012 00:00;45.3;0.6754169468757866;1.0
06/01/2012 00:30;45.3;0.6754169468757866;1.0
06/01/2012 01:00;45.3;0.6754169468757866;1.0
06/01/2012 01:30;45.3;0.6754169468757866;1.0
06/01/2012 02:00;9.96;0.6037818161465365;1.0
06/01/2012 02:30;9.96;0.6037818161465365;1.0
06/01/2012 03:00;9.96;0.6037818161465365;1.0
06/01/2012 03:30;9.96;0.6037818161465365;1.0
06/01/2012 04:00;9.17;0.49718191922800953;1.0
06/01/2012 04:30;9.17;0.49718191922800953;1.0
06/01/2012 05:00;9.17;0.49718191922800953;1.0
06/01/2012 05:30;9.17;0.49718191922800953;1.0
06/01/2012 06:00;10.0;0.6822393402785722;1.0
06/01/2012 06:30;10.0;0.6822393402785722;1.0
06/01/2012 07:00;10.0;0.6822393402785722;1.0
06/01/2012 07:30;10.0;0.6822393402785722;1.0
06/01/2012 08:00;71.17;1.698775957293645;1.0
06/01/2012 08:30;71.17;1.698775957293645;1.0
06/01/2012 09:00;71.17;1.698775957293645;1.0
06/01/2012 09:30;71.17;1.698775957293645;1.0
06/01/2012 10:00;82.1;1.7763806822503323;1.0
06/01/2012 10:30;82.1;1.7763806822503323;1.0
06/01/2012 11:00;82.1;1.7763806822503323;1.0
06/01/2012 11:30;82.1;1.7763806822503323;1.0
06/01/2012 12:00;82.99;1.833518226998663;1.0
06/01/2012 12:30;82.99;1.833518226998663;1.0
06/01/2012 13:00;82.99;1.833518226998663;1.0
06/01/2012 13:30;82.99;1.833518226998663;1.0
06/01/2012 14:00;77.99;1.4429362046891805;1.0
06/01/2012 14:30;77.99;1.4429362046891805;1.0
06/01/2012 15:00;77.99;1.4429362046891805;1.0
06/01/2012 15:30;77.99;1.4429362046891805;1.0
06/01/2012 16:00;67.37;1.2007412388902872;1.0
06/01/2012 16:30;67.37;1.2007412388902872;1.0
06/01/2012 17:00;67.37;1.2007412388902872;1.0
06/01/2012 17:30;67.37;1.2007412388902872;1.0
06/01/2012 18:00;64.15;1.833518226998663;1.0
06/01/2012 18:30;64.15;1.833518226998663;1.0
06/01/2012 19:00;64.15;1.833518226998663;1.0
06/01/2012 19:30;64.15;1.833518226998663;1.0
06/01/2012 20:00;63.38;1.5495361016077074;1.0
06/01/2012 20:30;63.38;1.5495361016077074;1.0
06/01/2012 21:00;63.38;1.5495361016077074;1.0
06/01/2012 21:30;63.38;1.5495361016077074;1.0
06/01/2012 22:00;64.13;0.7317016924487687;1.0
06/01/2012 22:30;64.13;0.7317016924487687;1.0
06/01/2012 23:00;64.13;0.7317016924487687;1.0
06/01/2012 23:30;64.13;0.7317016924487687;1.0
07/01/2012 00:00;67.14;0.590137029340965;1.0
07/01/2012 00:30;67.14;0.590137029340965;1.0
07/01/2012 01:00;67.14;0.590137029340965;1.0
07/01/2012 01:30;67.14;0.590137029340965;1.0
07/01/2012 02:00;57.54;0.5261770911898488;1.0
07/01/2012 02:30;57.54;0.5261770911898488;1.0
07/01/2012 03:00;57.54;0.5261770911898488;1.0
07/01/2012 03:30;57.54;0.5261770911898488;1.0
07/01/2012 04:00;56.44;0.5474970705735542;1.0
07/01/2012 04:30;56.44;0.5474970705735542;1.0
07/01/2012 05:00;56.44;0.5474970705735542;1.0
07/01/2012 05:30;56.44;0.5474970705735542;1.0
07/01/2012 06:00;85.26;0.7103817130650634;1.0
07/01/2012 06:30;85.26;0.7103817130650634;1.0
07/01/2012 07:00;85.26;0.7103817130650634;1.0
07/01/2012 07:30;85.26;0.7103817130650634;1.0
07/01/2012 08:00;125.55;1.4429362046891805;1.0
07/01/2012 08:30;125.55;1.4429362046891805;1.0
07/01/2012 09:00;125.55;1.4429362046891805;1.0
07/01/2012 09:30;125.55;1.4429362046891805;1.0
07/01/2012 10:00;127.62;1.0659989691852692;1.0
07/01/2012 10:30;127.62;1.0659989691852692;1.0
07/01/2012 11:00;127.62;1.0659989691852692;1.0
07/01/2012 11:30;127.62;1.0659989691852692;1.0
07/01/2012 12:00;118.98;1.072821362588055;1.0
07/01/2012 12:30;118.98;1.072821362588055;1.0
07/01/2012 13:00;118.98;1.072821362588055;1.0
07/01/2012 13:30;118.98;1.072821362588055;1.0
07/01/2012 14:00;114.76;1.0446789898015638;1.0
07/01/2012 14:30;114.76;1.0446789898015638;1.0
07/01/2012 15:00;114.76;1.0446789898015638;1.0
07/01/2012 15:30;114.76;1.0446789898015638;1.0
07/01/2012 16:00;98.32;1.037856596398778;1.0
07/01/2012 16:30;98.32;1.037856596398778;1.0
07/01/2012 17:00;98.32;1.037856596398778;1.0
07/01/2012 17:30;98.32;1.037856596398778;1.0
07/01/2012 18:00;102.87;1.3576562871543587;1.0
07/01/2012 18:30;102.87;1.3576562871543587;1.0
07/01/2012 19:00;102.87;1.3576562871543587;1.0
07/01/2012 19:30;102.87;1.3576562871543587;1.0
07/01/2012 20:00;112.3;1.2936963490032427;1.0
07/01/2012 20:30;112.3;1.2936963490032427;1.0
07/01/2012 21:00;112.3;1.2936963490032427;1.0
07/01/2012 21:30;112.3;1.2936963490032427;1.0
07/01/2012 22:00;82.83;0.4690395464415184;1.0
07/01/2012 22:30;82.83;0.4690395464415184;1.0
07/01/2012 23:00;82.83;0.4690395464415184;1.0
07/01/2012 23:30;82.83;0.4690395464415184;1.0
08/01/2012 00:00;60.0;0.590137029340965;1.0
08/01/2012 00:30;60.0;0.590137029340965;1.0
08/01/2012 01:00;60.0;0.590137029340965;1.0
08/01/2012 01:30;60.0;0.590137029340965;1.0
08/01/2012 02:00;48.0;0.5398218779954203;1.0
08/01/2012 02:30;48.0;0.5398218779954203;1.0
08/01/2012 03:00;48.0;0.5398218779954203;1.0
08/01/2012 03:30;48.0;0.5398218779954203;1.0
08/01/2012 04:00;43.25;0.3837596289066969;1.0
08/01/2012 04:30;43.25;0.3837596289066969;1.0
08/01/2012 05:00;43.25;0.3837596289066969;1.0
08/01/2012 05:30;43.25;0.3837596289066969;1.0
08/01/2012 06:00;47.21;0.6822393402785722;1.0
08/01/2012 06:30;47.21;0.6822393402785722;1.0
08/01/2012 07:00;47.21;0.6822393402785722;1.0
08/01/2012 07:30;47.21;0.6822393402785722;1.0
08/01/2012 08:00;48.38;1.3926210533436354;1.0
08/01/2012 08:30;48.38;1.3926210533436354;1.0
08/01/2012 09:00;48.38;1.3926210533436354;1.0
08/01/2012 09:30;48.38;1.3926210533436354;1.0
08/01/2012 10:00;58.0;1.0233590104178585;1.0
08/01/2012 10:30;58.0;1.0233590104178585;1.0
08/01/2012 11:00;58.0;1.0233590104178585;1.0
08/01/2012 11:30;58.0;1.0233590104178585;1.0
08/01/2012 12:00;61.38;1.1581012801228765;1.0
08/01/2012 12:30;61.38;1.1581012801228765;1.0
08/01/2012 13:00;61.38;1.1581012801228765;1.0
08/01/2012 13:30;61.38;1.1581012801228765;1.0
08/01/2012 14:00;53.0;1.1512788867200907;1.0
08/01/2012 14:30;53.0;1.1512788867200907;1.0
08/01/2012 15:00;53.0;1.1512788867200907;1.0
08/01/2012 15:30;53.0;1.1512788867200907;1.0
08/01/2012 16:00;50.7;0.9593990722667423;1.0
08/01/2012 16:30;50.7;0.9593990722667423;1.0
08/01/2012 17:00;50.7;0.9593990722667423;1.0
08/01/2012 17:30;50.7;0.9593990722667423;1.0
08/01/2012 18:00;82.27;1.0659989691852692;1.0
08/01/2012 18:30;82.27;1.0659989691852692;1.0
08/01/2012 19:00;82.27;1.0659989691852692;1.0
08/01/2012 19:30;82.27;1.0659989691852692;1.0
08/01/2012 20:00;80.0;1.030181403820644;1.0
08/01/2012 20:30;80.0;1.030181403820644;1.0
08/01/2012 21:00;80.0;1.030181403820644;1.0
08/01/2012 21:30;80.0;1.030181403820644;1.0
08/01/2012 22:00;66.0;0.8886167407128404;1.0
08/01/2012 22:30;66.0;0.8886167407128404;1.0
08/01/2012 23:00;66.0;0.8886167407128404;1.0
08/01/2012 23:30;66.0;0.8886167407128404;1.0
